salary_id,employee_id,effective_date,monthly_salary_idr,change_reason
212,1081,2023-01-11,27130000,Annual Raise
213,1082,2022-06-10,46760000,Initial
214,1083,2022-06-24,29690000,Initial
215,1084,2017-02-24,13300000,Initial
216,1084,2018-09-20,14540000,Market Correction
217,1084,2020-04-16,15640000,Market Correction
218,1084,2021-11-10,17200000,Adjustment
219,1084,2023-06-07,18060000,Annual Raise
220,1085,2021-11-26,29510000,Initial
221,1085,2023-06-15,32930000,Adjustment
222,1086,2018-05-29,36990000,Initial
223,1086,2020-01-21,40070000,Annual Raise
224,1086,2021-09-14,43000000,Annual Raise
225,1086,2023-05-09,44750000,Annual Raise
226,1087,2020-03-19,17610000,Initial
227,1087,2021-10-23,19670000,Promotion
228,1087,2023-05-29,21230000,Annual Raise
229,1088,2023-11-26,21670000,Initial
230,1089,2018-03-08,17370000,Initial
231,1089,2019-11-20,18160000,Promotion
232,1089,2021-08-04,20330000,Adjustment
233,1089,2023-04-19,22030000,Adjustment
234,1090,2024-03-06,33600000,Initial
235,1091,2024-01-17,23040000,Initial
236,1092,2021-11-08,36620000,Initial
237,1092,2023-06-06,39630000,Promotion
238,1093,2023-01-21,22600000,Initial
239,1094,2022-05-11,9210000,Initial
240,1095,2016-12-21,16550000,Initial
241,1095,2018-07-30,18060000,Adjustment
242,1095,2020-03-08,19880000,Annual Raise
243,1095,2021-10-15,21050000,Promotion
244,1095,2023-05-25,23150000,Promotion
245,1096,2021-04-02,6640000,Initial
246,1096,2023-02-16,7110000,Annual Raise
247,1097,2022-06-27,34650000,Initial
248,1098,2021-11-14,36190000,Initial
249,1098,2023-06-09,38690000,Annual Raise
250,1099,2016-10-13,16060000,Initial
251,1099,2018-06-05,17950000,Market Correction
252,1099,2020-01-26,19370000,Annual Raise
253,1099,2021-09-18,20390000,Adjustment
254,1099,2023-05-11,22280000,Market Correction
255,1100,2024-06-02,17550000,Initial
256,1101,2018-01-29,14680000,Initial
257,1101,2019-10-23,16180000,Annual Raise
258,1101,2021-07-16,17980000,Promotion
259,1101,2023-04-09,18970000,Market Correction
260,1102,2018-10-07,27950000,Initial
261,1102,2020-04-28,29480000,Promotion
262,1102,2021-11-19,31380000,Annual Raise
263,1102,2023-06-11,33300000,Market Correction
264,1103,2017-08-05,70710000,Initial
265,1103,2019-06-12,77600000,Annual Raise
266,1103,2021-04-19,82210000,Annual Raise
267,1103,2023-02-24,87240000,Promotion
268,1104,2019-08-27,14700000,Initial
269,1104,2021-06-08,15820000,Promotion
270,1104,2023-03-21,16980000,Annual Raise
271,1105,2017-04-27,25970000,Initial
272,1105,2018-11-09,27690000,Promotion
273,1105,2020-05-23,29130000,Annual Raise
274,1105,2021-12-05,31250000,Market Correction
275,1105,2023-06-19,32660000,Annual Raise
276,1106,2024-08-10,34270000,Initial
277,1107,2018-12-11,12240000,Initial
278,1107,2020-06-16,12930000,Annual Raise
279,1107,2021-12-21,13550000,Annual Raise
280,1107,2023-06-27,14990000,Adjustment
281,1108,2021-01-13,31690000,Initial
282,1108,2023-01-07,33110000,Annual Raise
283,1109,2020-06-22,60230000,Initial
284,1109,2021-12-25,66610000,Annual Raise
285,1109,2023-06-29,73100000,Promotion
286,1110,2018-10-08,16770000,Initial
287,1110,2020-04-29,17890000,Adjustment
288,1110,2021-11-19,19580000,Market Correction
289,1110,2023-06-11,21530000,Annual Raise
290,1111,2016-06-06,24760000,Initial
291,1111,2018-02-22,26220000,Promotion
292,1111,2019-11-10,28820000,Annual Raise
293,1111,2021-07-28,30260000,Market Correction
294,1111,2023-04-15,33170000,Annual Raise
295,1112,2021-08-21,36400000,Initial
296,1112,2023-04-27,38090000,Market Correction
297,1113,2016-07-09,22150000,Initial
298,1113,2018-03-20,23790000,Market Correction
299,1113,2019-11-30,25130000,Annual Raise
300,1113,2021-08-10,26150000,Annual Raise
301,1113,2023-04-22,27600000,Market Correction
302,1114,2018-09-02,9880000,Initial
303,1114,2020-04-02,10830000,Promotion
304,1114,2021-11-01,11280000,Adjustment
305,1114,2023-06-02,12310000,Annual Raise
306,1115,2018-02-13,24430000,Initial
307,1115,2019-11-03,26600000,Adjustment
308,1115,2021-07-24,29230000,Annual Raise
309,1115,2023-04-13,32180000,Adjustment
310,1116,2020-04-10,25380000,Initial
311,1116,2022-01-12,27990000,Market Correction
312,1117,2017-07-07,13500000,Initial
313,1117,2019-05-21,14190000,Adjustment
314,1117,2021-04-04,15180000,Adjustment
315,1117,2023-02-17,16470000,Annual Raise
316,1118,2017-10-09,5110000,Initial
317,1118,2019-07-31,5550000,Annual Raise
318,1118,2021-05-21,5970000,Annual Raise
319,1118,2023-03-12,6340000,Promotion
320,1119,2016-06-01,11320000,Initial
321,1119,2018-02-18,12640000,Market Correction
322,1119,2019-11-07,13450000,Adjustment
323,1119,2021-07-26,14310000,Promotion
324,1119,2023-04-14,15300000,Adjustment
325,1120,2020-03-19,4860000,Initial
326,1120,2021-10-23,5180000,Promotion
327,1120,2023-05-29,5530000,Annual Raise
328,1121,2023-09-21,43330000,Initial
329,1122,2018-07-01,15870000,Initial
330,1122,2020-02-15,16870000,Annual Raise
331,1122,2021-10-01,18770000,Market Correction
332,1122,2023-05-18,19960000,Promotion
333,1123,2015-11-08,23160000,Initial
334,1123,2017-05-18,25930000,Market Correction
335,1123,2018-11-26,28390000,Annual Raise
336,1123,2020-06-05,31530000,Market Correction
337,1123,2021-12-14,34890000,Promotion
338,1123,2023-06-24,36610000,Market Correction
339,1124,2024-07-14,15060000,Initial
340,1125,2018-11-23,22780000,Initial
341,1125,2020-06-02,24730000,Annual Raise
342,1125,2021-12-12,27560000,Promotion
343,1125,2023-06-23,30030000,Market Correction
344,1126,2015-02-21,43040000,Initial
345,1126,2016-10-13,45880000,Annual Raise
346,1126,2018-06-05,48400000,Market Correction
347,1126,2020-01-27,51470000,Annual Raise
348,1126,2021-09-18,56690000,Market Correction
349,1126,2023-05-11,62110000,Annual Raise
350,1127,2022-02-16,27470000,Initial
351,1128,2016-12-22,19740000,Initial
352,1128,2018-07-31,21320000,Annual Raise
353,1128,2020-03-08,22960000,Market Correction
354,1128,2021-10-16,25270000,Promotion
355,1128,2023-05-25,28090000,Promotion
356,1129,2020-03-19,15390000,Initial
357,1129,2021-10-23,16910000,Promotion
358,1129,2023-05-29,18450000,Market Correction
359,1130,2024-07-20,18940000,Initial
360,1131,2017-09-25,30010000,Initial
361,1131,2019-07-20,32050000,Adjustment
362,1131,2021-05-14,34080000,Market Correction
363,1131,2023-03-09,36610000,Market Correction
364,1132,2018-10-09,24490000,Initial
365,1132,2020-11-02,26270000,Annual Raise
366,1133,2023-12-12,14320000,Initial
367,1134,2021-03-26,44660000,Initial
368,1135,2020-06-24,12670000,Initial
369,1135,2021-12-26,14150000,Promotion
370,1135,2023-06-30,15220000,Market Correction
371,1136,2020-01-10,27510000,Initial
372,1136,2021-09-07,30040000,Adjustment
373,1136,2023-05-06,31990000,Promotion
374,1137,2022-10-04,41490000,Initial
375,1138,2021-03-17,42250000,Initial
376,1138,2023-02-08,45140000,Annual Raise
377,1139,2018-12-12,45600000,Initial
378,1139,2020-06-17,49190000,Market Correction
379,1139,2021-12-22,51900000,Market Correction
380,1139,2023-06-28,57280000,Annual Raise
381,1140,2016-05-09,24580000,Initial
382,1140,2018-01-30,25860000,Annual Raise
383,1140,2019-10-24,27810000,Promotion
384,1140,2021-07-17,30790000,Adjustment
385,1140,2023-04-10,32450000,Annual Raise
386,1141,2017-02-23,22230000,Initial
387,1141,2018-09-19,23500000,Adjustment
388,1141,2020-04-15,24610000,Adjustment
389,1141,2021-11-10,26990000,Market Correction
390,1141,2023-06-07,28150000,Annual Raise
391,1142,2016-02-16,22840000,Initial
392,1142,2017-11-25,24030000,Annual Raise
393,1142,2019-09-04,25080000,Promotion
394,1142,2021-06-14,27800000,Adjustment
395,1142,2023-03-24,30500000,Adjustment
396,1143,2018-05-23,9730000,Initial
397,1143,2020-01-04,10650000,Promotion
398,1143,2021-08-18,11210000,Promotion
399,1143,2023-04-02,12280000,Promotion
400,1144,2021-03-16,19660000,Initial
401,1144,2023-02-07,21200000,Market Correction
402,1145,2016-02-25,16500000,Initial
403,1145,2017-12-02,17970000,Promotion
404,1145,2019-09-10,19320000,Promotion
405,1145,2021-06-17,21490000,Annual Raise
406,1145,2023-03-26,22490000,Market Correction
407,1146,2019-12-10,16590000,Initial
408,1146,2021-08-17,18100000,Annual Raise
409,1146,2023-04-25,19140000,Market Correction
410,1147,2016-04-12,22160000,Initial
411,1147,2018-01-09,23590000,Market Correction
412,1147,2019-10-08,25820000,Adjustment
413,1147,2021-07-06,28800000,Market Correction
414,1147,2023-04-04,32130000,Adjustment
415,1148,2016-09-13,16000000,Initial
416,1148,2018-05-27,17060000,Market Correction
417,1148,2020-02-07,19060000,Market Correction
418,1148,2021-10-20,21310000,Annual Raise
419,1149,2016-04-30,10200000,Initial
420,1149,2018-01-23,11260000,Market Correction
421,1149,2019-10-19,11960000,Market Correction
422,1149,2021-07-13,12660000,Adjustment
423,1149,2023-04-08,13740000,Annual Raise
424,1150,2023-09-13,29030000,Initial
425,1151,2024-08-24,18280000,Initial
426,1152,2021-11-02,24140000,Initial
427,1152,2023-06-03,26380000,Market Correction
428,1153,2022-01-06,51220000,Initial
429,1154,2021-03-10,34530000,Initial
430,1155,2018-04-07,20280000,Initial
431,1155,2020-02-16,22570000,Annual Raise
432,1156,2015-10-19,12900000,Initial
433,1156,2017-05-01,14070000,Promotion
434,1156,2018-11-12,15240000,Adjustment
435,1156,2020-05-26,16240000,Promotion
436,1156,2021-12-07,17270000,Annual Raise
437,1156,2023-06-20,18890000,Adjustment
438,1157,2019-10-08,19880000,Initial
439,1157,2021-07-06,22260000,Annual Raise
440,1157,2023-04-04,24520000,Annual Raise
441,1158,2024-04-08,27350000,Initial
442,1159,2019-12-04,15360000,Initial
443,1159,2021-08-13,15980000,Market Correction
444,1159,2023-04-23,17530000,Adjustment
445,1160,2018-01-20,12610000,Initial
446,1160,2019-10-16,13420000,Promotion
447,1160,2021-07-12,14380000,Market Correction
448,1160,2023-04-07,16000000,Annual Raise
449,1161,2019-11-05,9630000,Initial
450,1161,2021-07-25,10670000,Annual Raise
451,1161,2023-04-14,11100000,Market Correction
452,1162,2017-07-26,38650000,Initial
453,1162,2019-06-05,41040000,Annual Raise
454,1162,2021-04-14,44490000,Promotion
455,1162,2023-02-22,46560000,Promotion
456,1163,2023-07-30,12290000,Initial
457,1164,2020-04-11,36960000,Initial
458,1164,2021-11-07,38860000,Adjustment
459,1164,2023-06-05,43060000,Annual Raise
460,1165,2021-07-25,27460000,Initial
461,1165,2023-04-14,28770000,Adjustment
462,1166,2018-11-26,18530000,Initial
463,1166,2020-06-05,20440000,Promotion
464,1166,2021-12-14,21700000,Adjustment
465,1166,2023-06-24,23590000,Promotion
466,1167,2018-09-12,32840000,Initial
467,1167,2020-04-09,36650000,Annual Raise
468,1167,2021-11-06,40200000,Promotion
469,1167,2023-06-05,41890000,Promotion
470,1168,2024-02-15,26000000,Initial
471,1169,2017-10-30,40020000,Initial
472,1169,2019-08-16,43370000,Adjustment
473,1169,2021-06-01,45170000,Adjustment
474,1169,2023-03-18,47800000,Annual Raise
475,1170,2022-05-17,48900000,Initial
476,1171,2020-10-24,5340000,Initial
477,1171,2022-11-28,5760000,Promotion
478,1172,2017-04-13,15750000,Initial
479,1172,2018-10-29,17130000,Annual Raise
480,1172,2020-05-15,18500000,Annual Raise
481,1172,2021-11-30,19540000,Adjustment
482,1172,2023-06-17,21610000,Annual Raise
483,1173,2024-11-16,17070000,Initial
484,1174,2022-12-17,34670000,Initial
485,1175,2016-01-17,17860000,Initial
486,1175,2017-11-01,19820000,Market Correction
487,1175,2019-08-17,20640000,Annual Raise
488,1175,2021-06-02,22450000,Annual Raise
489,1175,2023-03-18,24300000,Adjustment
490,1176,2022-04-07,36870000,Initial
491,1177,2020-09-15,28550000,Initial
492,1177,2022-11-08,31130000,Promotion
493,1178,2017-09-25,23320000,Initial
494,1178,2019-07-20,26120000,Annual Raise
495,1178,2021-05-14,27630000,Promotion
496,1178,2023-03-09,30780000,Annual Raise
497,1179,2024-09-09,43430000,Initial
498,1180,2024-03-14,24820000,Initial
499,1181,2024-09-14,28950000,Initial
500,1182,2021-03-10,9960000,Initial
501,1182,2023-02-04,11130000,Adjustment
502,1183,2024-10-01,38750000,Initial
503,1184,2017-08-14,25000000,Initial
504,1184,2019-06-19,26520000,Annual Raise
505,1184,2021-04-23,29650000,Market Correction
506,1184,2023-02-26,32670000,Market Correction
507,1185,2022-11-28,27630000,Initial
508,1186,2020-07-21,29340000,Initial
509,1186,2022-10-11,30520000,Adjustment
510,1187,2024-10-02,18730000,Initial
511,1188,2015-03-04,18540000,Initial
512,1188,2016-10-22,19720000,Market Correction
513,1188,2018-06-13,20760000,Adjustment
514,1188,2020-02-01,23140000,Market Correction
515,1188,2021-09-22,24250000,Promotion
516,1188,2023-05-13,25390000,Promotion
517,1189,2015-11-03,3840000,Initial
518,1189,2017-05-13,4040000,Adjustment
519,1189,2018-11-22,4370000,Promotion
520,1189,2020-06-02,4750000,Adjustment
521,1189,2021-12-12,5160000,Annual Raise
522,1189,2023-06-23,5650000,Annual Raise
523,1190,2022-04-15,13300000,Initial
524,1191,2018-07-21,10960000,Initial
525,1191,2020-03-01,11560000,Annual Raise
526,1191,2021-10-11,12850000,Adjustment
527,1191,2023-05-23,13770000,Annual Raise
528,1192,2021-12-04,21600000,Initial
529,1193,2023-05-17,16450000,Initial
530,1194,2019-12-23,16840000,Initial
531,1195,2018-04-16,18430000,Initial
532,1195,2019-12-20,19810000,Annual Raise
533,1195,2021-08-24,20810000,Adjustment
534,1195,2023-04-29,22100000,Market Correction
535,1196,2021-05-07,21610000,Initial
536,1196,2023-03-05,23320000,Market Correction
537,1197,2021-11-01,9260000,Initial
538,1197,2023-06-02,9960000,Adjustment
539,1198,2021-07-16,45690000,Initial
540,1198,2023-01-29,49100000,Promotion
541,1199,2022-06-24,29410000,Initial
542,1200,2015-10-30,9080000,Initial
543,1200,2017-05-10,9600000,Market Correction
544,1200,2018-11-20,10190000,Market Correction
545,1200,2020-05-31,10890000,Annual Raise
546,1200,2021-12-11,11830000,Adjustment
547,1200,2023-06-22,12440000,Market Correction
548,1201,2022-03-02,22320000,Initial
549,1202,2017-03-26,28560000,Initial
550,1202,2018-10-14,29880000,Promotion
551,1202,2020-05-04,33300000,Adjustment
552,1202,2021-11-22,35600000,Adjustment
553,1202,2023-06-13,39780000,Annual Raise
554,1203,2021-05-31,25200000,Initial
555,1203,2023-03-17,27120000,Promotion
556,1204,2015-03-31,31490000,Initial
557,1204,2016-11-14,33670000,Annual Raise
558,1204,2018-07-01,35240000,Market Correction
559,1204,2020-02-15,39170000,Market Correction
560,1204,2021-10-01,42820000,Adjustment
561,1204,2023-05-18,44780000,Annual Raise
562,1205,2021-05-07,36340000,Initial
563,1205,2023-03-05,37970000,Promotion
564,1206,2024-05-04,20940000,Initial
565,1207,2021-10-22,39450000,Initial
566,1207,2023-05-28,42180000,Promotion
567,1208,2022-08-08,12460000,Initial
568,1209,2022-01-17,23850000,Initial
569,1210,2015-05-17,14890000,Initial
570,1210,2016-12-23,16530000,Adjustment
571,1210,2018-08-01,17890000,Market Correction
572,1210,2020-03-09,19600000,Annual Raise
573,1210,2021-10-16,21420000,Adjustment
574,1210,2023-05-25,22410000,Adjustment
575,1211,2018-08-31,17360000,Initial
576,1211,2020-03-31,18850000,Adjustment
577,1211,2021-10-31,20720000,Promotion
578,1211,2023-06-02,22310000,Market Correction
579,1212,2020-12-14,12840000,Initial
580,1212,2022-12-23,13680000,Annual Raise
581,1213,2024-03-31,18510000,Initial
582,1214,2024-01-08,18160000,Initial
583,1215,2024-08-24,31080000,Initial
584,1216,2016-01-05,18130000,Initial
585,1216,2017-10-22,19050000,Market Correction
586,1216,2019-08-10,20220000,Promotion
587,1216,2021-05-28,21450000,Promotion
588,1216,2023-03-16,22890000,Market Correction
589,1217,2020-02-06,11010000,Initial
590,1217,2021-09-25,11570000,Annual Raise
591,1217,2023-05-15,12480000,Promotion
592,1218,2024-03-22,13900000,Initial
593,1219,2020-04-15,57340000,Initial
594,1219,2022-02-08,63850000,Adjustment
595,1220,2022-04-06,33680000,Initial
596,1221,2016-04-22,34060000,Initial
597,1222,2016-02-03,36910000,Initial
598,1222,2017-11-15,39830000,Adjustment
599,1222,2019-08-28,42280000,Market Correction
600,1222,2021-06-09,46970000,Adjustment
601,1222,2023-03-22,48950000,Adjustment
602,1223,2019-02-28,31050000,Initial
603,1223,2021-02-08,32410000,Market Correction
604,1223,2023-01-20,35340000,Market Correction
605,1224,2021-08-02,20860000,Initial
606,1224,2023-04-18,23110000,Market Correction
607,1225,2024-05-07,21690000,Initial
608,1226,2015-05-15,22530000,Initial
609,1226,2016-12-21,24230000,Promotion
610,1226,2018-07-31,25970000,Annual Raise
611,1226,2020-03-08,28790000,Adjustment
612,1226,2021-10-16,30080000,Annual Raise
613,1226,2023-05-25,33450000,Market Correction
614,1227,2024-08-04,13090000,Initial
615,1228,2015-09-06,16630000,Initial
616,1228,2017-03-26,18000000,Annual Raise
617,1228,2018-10-15,18730000,Annual Raise
618,1228,2020-05-04,20160000,Market Correction
619,1228,2021-11-23,21920000,Promotion
620,1228,2023-06-13,24410000,Annual Raise
621,1229,2016-01-11,10280000,Initial
622,1229,2017-10-27,11030000,Market Correction
623,1229,2019-08-14,12190000,Annual Raise
624,1229,2021-05-30,13540000,Adjustment
625,1229,2023-03-17,14840000,Market Correction
626,1230,2015-07-27,9780000,Initial
627,1230,2017-02-20,10190000,Adjustment
628,1230,2018-09-17,11090000,Market Correction
629,1230,2020-04-14,12120000,Promotion
630,1230,2021-11-09,13370000,Market Correction
631,1230,2023-06-06,14220000,Annual Raise
632,1231,2015-10-09,14540000,Initial
633,1231,2017-04-23,16210000,Promotion
634,1231,2018-11-06,18040000,Annual Raise
635,1231,2020-05-21,20030000,Market Correction
636,1231,2021-12-04,21060000,Adjustment
637,1231,2023-06-19,23200000,Adjustment
638,1232,2024-02-13,25430000,Initial
639,1233,2018-02-09,13440000,Initial
640,1233,2019-10-31,14800000,Promotion
641,1233,2021-07-22,16360000,Annual Raise
642,1233,2023-04-12,18300000,Promotion
643,1234,2023-12-15,25880000,Initial
644,1235,2023-11-10,4970000,Initial
645,1236,2017-12-22,26080000,Initial
646,1236,2019-09-24,28460000,Market Correction
647,1236,2021-06-27,30780000,Adjustment
648,1236,2023-03-31,33140000,Annual Raise
649,1237,2023-05-13,38390000,Initial
650,1238,2020-01-26,18110000,Initial
651,1238,2021-09-17,20070000,Adjustment
652,1238,2023-05-11,21670000,Adjustment
653,1239,2020-02-20,70950000,Initial
654,1239,2021-10-04,78450000,Market Correction
