review_id,employee_id,review_period,review_score,reviewer_id
68,1020,2023-H2,3.8,
69,1020,2024-H1,3.3,
70,1020,2024-H2,3.1,
71,1021,2023-H1,3.8,2602.0
72,1021,2023-H2,3.5,2602.0
73,1021,2024-H1,2.6,2602.0
74,1021,2024-H2,4.1,2602.0
75,1022,2023-H1,2.8,2600.0
76,1022,2023-H2,3.0,2600.0
77,1022,2024-H1,3.5,2600.0
78,1022,2024-H2,2.9,2600.0
79,1023,2023-H1,2.7,5409.0
80,1023,2023-H2,3.1,5409.0
81,1023,2024-H1,2.1,5409.0
82,1023,2024-H2,2.5,5409.0
83,1024,2023-H1,3.6,2921.0
84,1024,2023-H2,3.0,2921.0
85,1024,2024-H1,4.0,2921.0
86,1024,2024-H2,3.4,2921.0
87,1025,2023-H2,2.8,2873.0
88,1025,2024-H1,2.9,2873.0
89,1025,2024-H2,2.0,2873.0
90,1026,2023-H1,3.5,3850.0
91,1026,2023-H2,3.6,3850.0
92,1026,2024-H1,3.3,3850.0
93,1027,2023-H1,4.4,2636.0
94,1027,2023-H2,3.9,2636.0
95,1027,2024-H1,3.9,2636.0
96,1027,2024-H2,4.5,2636.0
97,1028,2023-H1,3.7,4053.0
98,1028,2023-H2,2.9,4053.0
99,1028,2024-H1,3.7,4053.0
100,1028,2024-H2,3.5,4053.0
101,1030,2023-H1,3.0,3069.0
102,1030,2023-H2,3.2,3069.0
103,1030,2024-H1,2.8,3069.0
104,1031,2024-H1,3.6,1565.0
105,1032,2023-H1,4.1,2468.0
106,1032,2023-H2,4.5,2468.0
107,1032,2024-H1,4.3,2468.0
108,1032,2024-H2,4.3,2468.0
109,1033,2023-H1,3.1,4372.0
110,1033,2023-H2,3.8,4372.0
111,1033,2024-H1,3.1,4372.0
112,1033,2024-H2,3.1,4372.0
113,1034,2023-H1,2.2,3790.0
114,1034,2023-H2,3.5,3790.0
115,1034,2024-H1,3.0,3790.0
116,1034,2024-H2,2.7,3790.0
117,1035,2023-H1,4.0,4530.0
118,1035,2023-H2,2.8,4530.0
119,1035,2024-H1,3.4,4530.0
120,1035,2024-H2,3.3,4530.0
121,1036,2023-H1,3.2,4844.0
122,1036,2023-H2,2.9,4844.0
123,1036,2024-H1,3.3,4844.0
124,1036,2024-H2,2.9,4844.0
125,1038,2023-H1,3.3,3129.0
126,1038,2023-H2,3.9,3129.0
127,1038,2024-H1,2.9,3129.0
128,1038,2024-H2,2.5,3129.0
129,1039,2023-H1,3.5,3603.0
130,1039,2023-H2,2.9,3603.0
131,1039,2024-H1,3.4,3603.0
132,1039,2024-H2,3.0,3603.0
133,1040,2023-H1,4.3,3490.0
134,1040,2023-H2,4.0,3490.0
135,1040,2024-H1,3.9,3490.0
136,1040,2024-H2,4.1,3490.0
137,1041,2023-H1,2.5,2654.0
138,1041,2023-H2,2.6,2654.0
139,1041,2024-H1,2.4,2654.0
140,1041,2024-H2,2.7,2654.0
141,1042,2023-H1,4.5,1633.0
142,1042,2023-H2,4.5,1633.0
143,1042,2024-H1,4.4,1633.0
144,1042,2024-H2,4.4,1633.0
145,1043,2023-H1,4.0,5241.0
146,1043,2023-H2,4.7,5241.0
147,1043,2024-H1,3.7,5241.0
148,1043,2024-H2,3.8,5241.0
149,1044,2023-H1,3.9,2838.0
150,1044,2023-H2,3.7,2838.0
151,1044,2024-H1,4.0,2838.0
152,1044,2024-H2,3.7,2838.0
153,1045,2023-H1,3.7,1529.0
154,1045,2023-H2,2.4,1529.0
155,1045,2024-H1,2.7,1529.0
156,1045,2024-H2,3.4,1529.0
157,1046,2023-H1,5.0,3568.0
158,1046,2023-H2,4.1,3568.0
159,1046,2024-H1,4.6,3568.0
160,1046,2024-H2,4.7,3568.0
161,1047,2023-H1,3.2,2218.0
162,1047,2023-H2,2.6,2218.0
163,1047,2024-H1,2.3,2218.0
164,1047,2024-H2,2.1,2218.0
165,1048,2023-H1,2.5,2147.0
166,1048,2023-H2,3.5,2147.0
167,1048,2024-H1,2.5,2147.0
168,1048,2024-H2,2.8,2147.0
169,1049,2023-H1,3.8,5432.0
170,1049,2023-H2,3.8,5432.0
171,1049,2024-H1,3.1,5432.0
172,1049,2024-H2,3.8,5432.0
173,1050,2023-H1,2.5,4345.0
174,1050,2023-H2,3.0,4345.0
175,1050,2024-H1,2.8,4345.0
176,1050,2024-H2,3.1,4345.0
177,1051,2023-H1,4.3,2019.0
178,1051,2023-H2,5.0,2019.0
179,1051,2024-H1,4.3,2019.0
180,1051,2024-H2,4.8,2019.0
181,1052,2023-H1,3.7,2519.0
182,1052,2023-H2,2.7,2519.0
183,1052,2024-H1,3.4,2519.0
184,1052,2024-H2,3.4,2519.0
185,1053,2023-H1,3.9,2587.0
186,1053,2023-H2,4.1,2587.0
187,1053,2024-H1,4.6,2587.0
188,1053,2024-H2,3.7,2587.0
189,1054,2023-H1,3.5,2684.0
190,1054,2023-H2,3.0,2684.0
191,1054,2024-H1,3.0,2684.0
192,1054,2024-H2,3.4,2684.0
193,1055,2023-H1,3.2,2344.0
194,1056,2023-H1,1.9,4292.0
195,1056,2023-H2,2.1,4292.0
196,1056,2024-H1,2.2,4292.0
197,1056,2024-H2,3.3,4292.0
198,1058,2024-H2,2.9,4464.0
199,1059,2023-H1,4.4,2219.0
200,1059,2023-H2,4.4,2219.0
201,1059,2024-H1,4.2,2219.0
202,1059,2024-H2,3.6,2219.0
203,1061,2023-H1,4.3,3972.0
204,1061,2023-H2,4.7,3972.0
205,1061,2024-H1,4.9,3972.0
206,1061,2024-H2,4.5,3972.0
207,1062,2023-H1,3.7,1746.0
208,1062,2023-H2,3.7,1746.0
209,1062,2024-H1,3.8,1746.0
210,1062,2024-H2,3.3,1746.0
211,1063,2023-H1,3.7,2260.0
212,1063,2023-H2,3.9,2260.0
213,1063,2024-H1,4.2,2260.0
214,1063,2024-H2,2.9,2260.0
215,1064,2024-H1,3.6,2773.0
216,1064,2024-H2,3.4,2773.0
217,1065,2023-H1,3.7,4164.0
218,1065,2023-H2,3.5,4164.0
219,1065,2024-H1,4.5,4164.0
220,1065,2024-H2,3.8,4164.0
221,1067,2024-H1,1.7,1603.0
222,1067,2024-H2,2.8,1603.0
223,1068,2023-H1,2.0,
224,1068,2023-H2,2.6,
225,1068,2024-H1,2.1,
226,1068,2024-H2,2.4,
227,1069,2023-H1,3.5,2899.0
228,1069,2023-H2,2.8,2899.0
229,1069,2024-H1,2.8,2899.0
230,1069,2024-H2,2.8,2899.0
231,1070,2023-H1,4.2,2736.0
232,1070,2023-H2,3.9,2736.0
233,1070,2024-H1,3.2,2736.0
234,1070,2024-H2,3.2,2736.0
235,1071,2024-H2,4.4,2344.0
236,1072,2023-H2,3.7,3081.0
237,1072,2024-H1,4.3,3081.0
238,1072,2024-H2,4.2,3081.0
239,1074,2023-H1,5.0,5171.0
240,1074,2023-H2,5.0,5171.0
241,1074,2024-H1,4.9,5171.0
242,1074,2024-H2,5.0,5171.0
243,1076,2023-H2,3.0,2007.0
244,1076,2024-H1,2.9,2007.0
245,1076,2024-H2,3.1,2007.0
246,1077,2023-H1,1.9,1606.0
247,1077,2023-H2,3.2,1606.0
248,1077,2024-H1,2.4,1606.0
249,1077,2024-H2,2.6,1606.0
250,1079,2023-H1,3.3,4498.0
251,1079,2023-H2,3.7,4498.0
252,1079,2024-H1,4.1,4498.0
253,1079,2024-H2,4.2,4498.0
254,1081,2023-H1,3.5,1918.0
255,1081,2023-H2,3.4,1918.0
256,1081,2024-H1,3.5,1918.0
257,1081,2024-H2,2.7,1918.0
258,1082,2023-H1,4.0,2414.0
259,1082,2023-H2,4.1,2414.0
260,1082,2024-H1,3.8,2414.0
261,1082,2024-H2,3.4,2414.0
262,1083,2023-H1,2.8,4469.0
263,1083,2023-H2,1.9,4469.0
264,1083,2024-H1,3.0,4469.0
265,1083,2024-H2,1.2,4469.0
266,1084,2023-H1,3.1,3747.0
267,1084,2023-H2,3.4,3747.0
268,1084,2024-H1,3.9,3747.0
269,1084,2024-H2,3.4,3747.0
270,1085,2023-H1,4.1,2951.0
271,1085,2023-H2,4.4,2951.0
272,1085,2024-H1,4.6,2951.0
273,1085,2024-H2,3.3,2951.0
274,1086,2023-H1,2.7,3621.0
275,1086,2023-H2,1.9,3621.0
276,1086,2024-H1,2.9,3621.0
277,1086,2024-H2,2.1,3621.0
278,1087,2023-H1,3.3,1921.0
279,1087,2023-H2,2.9,1921.0
280,1087,2024-H1,3.1,1921.0
281,1087,2024-H2,3.9,1921.0
282,1088,2023-H2,2.1,1783.0
283,1088,2024-H1,2.6,1783.0
284,1088,2024-H2,3.4,1783.0
285,1089,2023-H1,4.1,2810.0
286,1089,2023-H2,3.8,2810.0
287,1089,2024-H1,4.4,2810.0
288,1089,2024-H2,4.3,2810.0
289,1090,2024-H1,2.7,4731.0
290,1090,2024-H2,2.1,4731.0
291,1091,2024-H1,3.7,1983.0
292,1092,2023-H1,4.3,3798.0
293,1092,2023-H2,4.8,3798.0
294,1092,2024-H1,4.0,3798.0
295,1092,2024-H2,3.5,3798.0
296,1093,2023-H1,4.4,4566.0
297,1093,2023-H2,3.9,4566.0
298,1093,2024-H1,3.4,4566.0
299,1093,2024-H2,4.5,4566.0
300,1094,2023-H1,2.6,2979.0
301,1094,2023-H2,3.7,2979.0
302,1094,2024-H1,3.3,2979.0
303,1094,2024-H2,2.7,2979.0
304,1095,2023-H1,3.5,2586.0
305,1095,2023-H2,3.9,2586.0
306,1095,2024-H1,3.3,2586.0
307,1095,2024-H2,2.9,2586.0
308,1096,2023-H1,2.8,4084.0
309,1096,2023-H2,3.7,4084.0
310,1096,2024-H1,3.8,4084.0
311,1096,2024-H2,3.7,4084.0
312,1097,2023-H1,3.0,2218.0
313,1097,2023-H2,3.1,2218.0
314,1097,2024-H1,3.5,2218.0
315,1097,2024-H2,3.7,2218.0
316,1098,2023-H1,4.7,2707.0
317,1098,2023-H2,4.4,2707.0
318,1098,2024-H1,5.0,2707.0
319,1098,2024-H2,4.9,2707.0
320,1099,2023-H1,3.5,2392.0
321,1099,2023-H2,3.4,2392.0
322,1099,2024-H1,3.3,2392.0
323,1099,2024-H2,3.3,2392.0
324,1100,2024-H1,3.7,2792.0
325,1100,2024-H2,4.3,2792.0
326,1101,2023-H1,2.8,2829.0
327,1101,2023-H2,2.7,2829.0
328,1101,2024-H1,2.3,2829.0
329,1101,2024-H2,2.5,2829.0
330,1102,2023-H1,2.4,5254.0
331,1102,2023-H2,2.6,5254.0
332,1102,2024-H1,2.5,5254.0
333,1102,2024-H2,2.2,5254.0
334,1103,2023-H1,2.1,
335,1103,2023-H2,2.6,
336,1103,2024-H1,2.8,
337,1103,2024-H2,1.9,
338,1104,2023-H1,2.7,4166.0
339,1104,2023-H2,2.8,4166.0
340,1104,2024-H1,2.8,4166.0
341,1104,2024-H2,2.3,4166.0
342,1105,2023-H1,2.9,4576.0
343,1105,2023-H2,1.9,4576.0
344,1105,2024-H1,2.4,4576.0
345,1105,2024-H2,2.5,4576.0
346,1106,2024-H2,4.5,1573.0
347,1107,2023-H1,4.8,1409.0
348,1107,2023-H2,5.0,1409.0
349,1107,2024-H1,5.0,1409.0
350,1107,2024-H2,5.0,1409.0
351,1108,2023-H1,4.6,2101.0
352,1108,2023-H2,3.6,2101.0
353,1108,2024-H1,4.5,2101.0
354,1108,2024-H2,4.5,2101.0
355,1109,2023-H1,3.9,3603.0
356,1109,2023-H2,3.8,3603.0
357,1109,2024-H1,4.7,3603.0
358,1109,2024-H2,3.7,3603.0
359,1110,2023-H1,4.5,3103.0
360,1110,2023-H2,3.1,3103.0
361,1110,2024-H1,3.9,3103.0
362,1110,2024-H2,3.7,3103.0
363,1111,2023-H1,4.4,5491.0
364,1111,2023-H2,4.3,5491.0
365,1111,2024-H1,5.0,5491.0
366,1111,2024-H2,4.4,5491.0
367,1112,2023-H1,2.8,4318.0
368,1112,2023-H2,2.7,4318.0
369,1112,2024-H1,3.4,4318.0
370,1112,2024-H2,3.0,4318.0
371,1113,2023-H1,3.0,5199.0
372,1113,2023-H2,2.4,5199.0
373,1113,2024-H1,2.8,5199.0
374,1113,2024-H2,3.1,5199.0
375,1114,2023-H1,3.7,2012.0
376,1114,2023-H2,3.4,2012.0
377,1114,2024-H1,4.3,2012.0
378,1114,2024-H2,3.6,2012.0
379,1115,2023-H1,3.9,1685.0
380,1115,2023-H2,3.8,1685.0
381,1115,2024-H1,4.1,1685.0
382,1115,2024-H2,3.3,1685.0
383,1116,2023-H1,4.6,2469.0
384,1117,2023-H1,3.6,4322.0
385,1117,2023-H2,4.1,4322.0
386,1117,2024-H1,3.2,4322.0
387,1117,2024-H2,3.7,4322.0
388,1118,2023-H1,4.6,5355.0
389,1118,2023-H2,4.6,5355.0
390,1118,2024-H1,5.0,5355.0
391,1118,2024-H2,4.8,5355.0
392,1119,2023-H1,4.5,2275.0
393,1119,2023-H2,4.6,2275.0
394,1119,2024-H1,4.9,2275.0
395,1119,2024-H2,5.0,2275.0
396,1120,2023-H1,3.6,2232.0
397,1120,2023-H2,3.3,2232.0
398,1120,2024-H1,3.0,2232.0
399,1120,2024-H2,3.4,2232.0
400,1121,2023-H2,2.6,5480.0
401,1121,2024-H1,2.9,5480.0
402,1121,2024-H2,2.2,5480.0
403,1122,2023-H1,3.0,2108.0
404,1122,2023-H2,3.8,2108.0
405,1122,2024-H1,2.4,2108.0
406,1122,2024-H2,2.3,2108.0
407,1123,2023-H1,4.6,4790.0
408,1123,2023-H2,4.4,4790.0
409,1123,2024-H1,4.4,4790.0
410,1123,2024-H2,4.6,4790.0
411,1124,2024-H2,2.9,3881.0
412,1125,2023-H1,3.0,4515.0
413,1125,2023-H2,2.4,4515.0
414,1125,2024-H1,2.7,4515.0
415,1125,2024-H2,3.5,4515.0
416,1126,2023-H1,3.3,1830.0
417,1126,2023-H2,3.4,1830.0
418,1126,2024-H1,3.4,1830.0
419,1126,2024-H2,3.6,1830.0
420,1127,2023-H1,4.7,1247.0
421,1127,2023-H2,5.0,1247.0
422,1127,2024-H1,4.2,1247.0
423,1127,2024-H2,4.7,1247.0
424,1128,2023-H1,2.3,2271.0
425,1128,2023-H2,2.2,2271.0
426,1128,2024-H1,2.6,2271.0
427,1128,2024-H2,2.1,2271.0
428,1129,2023-H1,2.3,5369.0
429,1129,2023-H2,3.0,5369.0
430,1129,2024-H1,2.2,5369.0
431,1129,2024-H2,3.1,5369.0
432,1130,2024-H2,5.0,2810.0
433,1131,2023-H1,3.4,1905.0
434,1131,2023-H2,3.4,1905.0
435,1131,2024-H1,3.6,1905.0
436,1131,2024-H2,3.5,1905.0
437,1133,2023-H2,4.0,4883.0
438,1133,2024-H1,3.6,4883.0
439,1135,2023-H1,3.0,3962.0
440,1135,2023-H2,3.0,3962.0
441,1135,2024-H1,3.6,3962.0
442,1135,2024-H2,3.0,3962.0
443,1136,2023-H1,4.5,2342.0
444,1136,2023-H2,4.5,2342.0
445,1136,2024-H1,5.0,2342.0
446,1136,2024-H2,4.4,2342.0
447,1137,2023-H1,4.9,4164.0
448,1137,2023-H2,4.0,4164.0
449,1137,2024-H1,3.8,4164.0
450,1137,2024-H2,3.8,4164.0
451,1138,2023-H1,2.7,2456.0
452,1138,2023-H2,2.9,2456.0
453,1138,2024-H1,3.3,2456.0
454,1138,2024-H2,3.1,2456.0
455,1139,2023-H1,3.2,1020.0
456,1139,2023-H2,4.0,1020.0
457,1139,2024-H1,3.2,1020.0
458,1139,2024-H2,2.8,1020.0
459,1140,2023-H1,1.8,3599.0
460,1140,2023-H2,2.4,3599.0
461,1140,2024-H1,1.9,3599.0
462,1140,2024-H2,1.7,3599.0
463,1141,2023-H1,4.7,4858.0
464,1141,2023-H2,4.4,4858.0
465,1141,2024-H1,4.5,4858.0
466,1141,2024-H2,4.1,4858.0
467,1142,2023-H1,2.9,4146.0
468,1142,2023-H2,2.1,4146.0
469,1142,2024-H1,1.5,4146.0
470,1142,2024-H2,2.4,4146.0
471,1143,2023-H1,3.1,2219.0
472,1143,2023-H2,3.0,2219.0
473,1143,2024-H1,3.8,2219.0
474,1144,2023-H1,2.5,3237.0
475,1144,2023-H2,2.3,3237.0
476,1144,2024-H1,2.6,3237.0
477,1144,2024-H2,2.0,3237.0
478,1145,2023-H1,2.5,2503.0
479,1145,2023-H2,3.4,2503.0
480,1145,2024-H1,3.1,2503.0
481,1145,2024-H2,3.3,2503.0
482,1146,2023-H1,3.1,3335.0
483,1146,2023-H2,4.5,3335.0
484,1146,2024-H1,4.3,3335.0
485,1146,2024-H2,3.3,3335.0
486,1147,2023-H1,4.6,1575.0
487,1147,2023-H2,4.0,1575.0
488,1147,2024-H1,4.1,1575.0
489,1147,2024-H2,3.9,1575.0
490,1148,2023-H1,3.1,1786.0
491,1149,2023-H1,3.9,3279.0
492,1149,2023-H2,2.9,3279.0
493,1149,2024-H1,3.8,3279.0
494,1149,2024-H2,2.8,3279.0
495,1150,2023-H2,2.4,1183.0
496,1150,2024-H1,3.1,1183.0
497,1150,2024-H2,2.9,1183.0
498,1151,2024-H2,4.6,2403.0
499,1152,2023-H1,5.0,4158.0
500,1152,2023-H2,4.7,4158.0
501,1152,2024-H1,4.7,4158.0
502,1152,2024-H2,5.0,4158.0
503,1153,2023-H1,3.6,
504,1153,2023-H2,2.8,
505,1156,2023-H1,2.6,1955.0
506,1156,2023-H2,2.0,1955.0
507,1156,2024-H1,2.4,1955.0
508,1156,2024-H2,3.1,1955.0
509,1157,2023-H1,3.5,5370.0
510,1157,2023-H2,3.5,5370.0
511,1157,2024-H1,3.5,5370.0
512,1157,2024-H2,3.2,5370.0
513,1158,2024-H1,3.6,3396.0
514,1159,2023-H1,3.5,4261.0
515,1159,2023-H2,3.3,4261.0
516,1159,2024-H1,3.1,4261.0
517,1159,2024-H2,3.4,4261.0
518,1160,2023-H1,3.6,2579.0
519,1160,2023-H2,3.1,2579.0
520,1160,2024-H1,4.0,2579.0
521,1160,2024-H2,3.2,2579.0
522,1161,2023-H1,4.5,1891.0
523,1161,2023-H2,3.9,1891.0
524,1161,2024-H1,3.9,1891.0
525,1161,2024-H2,4.1,1891.0
526,1162,2023-H1,4.7,4982.0
527,1162,2023-H2,4.4,4982.0
528,1162,2024-H1,3.7,4982.0
529,1162,2024-H2,4.9,4982.0
530,1163,2023-H2,3.3,4176.0
531,1163,2024-H1,3.4,4176.0
532,1163,2024-H2,3.4,4176.0
533,1164,2023-H1,4.8,3385.0
534,1164,2023-H2,3.7,3385.0
535,1164,2024-H1,4.1,3385.0
536,1164,2024-H2,3.7,3385.0
537,1165,2023-H1,3.7,1355.0
538,1165,2023-H2,3.6,1355.0
539,1165,2024-H1,2.8,1355.0
540,1165,2024-H2,3.9,1355.0
541,1166,2023-H1,2.9,3289.0
542,1166,2023-H2,4.0,3289.0
543,1166,2024-H1,3.7,3289.0
544,1166,2024-H2,4.5,3289.0
545,1167,2023-H1,3.9,3630.0
546,1167,2023-H2,3.2,3630.0
547,1167,2024-H1,2.6,3630.0
548,1167,2024-H2,2.9,3630.0
549,1168,2024-H1,4.1,1199.0
550,1168,2024-H2,3.6,1199.0
551,1169,2023-H1,3.9,4525.0
552,1169,2023-H2,4.2,4525.0
553,1169,2024-H1,3.6,4525.0
554,1169,2024-H2,3.5,4525.0
555,1170,2023-H1,3.7,1219.0
556,1170,2023-H2,3.8,1219.0
557,1170,2024-H1,3.1,1219.0
558,1170,2024-H2,3.2,1219.0
559,1171,2023-H1,3.7,2066.0
560,1171,2023-H2,3.5,2066.0
561,1171,2024-H1,3.6,2066.0
562,1171,2024-H2,3.3,2066.0
563,1172,2023-H1,3.7,5013.0
564,1172,2023-H2,3.5,5013.0
565,1172,2024-H1,3.2,5013.0
566,1172,2024-H2,3.0,5013.0
567,1173,2024-H2,3.8,4971.0
568,1174,2023-H1,4.4,4839.0
569,1174,2023-H2,3.9,4839.0
570,1174,2024-H1,4.1,4839.0
571,1174,2024-H2,3.6,4839.0
572,1175,2023-H1,3.6,5203.0
573,1175,2023-H2,2.9,5203.0
574,1175,2024-H1,2.9,5203.0
575,1175,2024-H2,3.5,5203.0
576,1176,2023-H1,2.0,2825.0
577,1176,2023-H2,2.8,2825.0
578,1176,2024-H1,2.5,2825.0
579,1176,2024-H2,1.9,2825.0
580,1177,2023-H1,3.3,4122.0
581,1177,2023-H2,3.4,4122.0
582,1177,2024-H1,3.4,4122.0
583,1177,2024-H2,3.3,4122.0
584,1178,2023-H1,2.7,1327.0
585,1178,2023-H2,2.3,1327.0
586,1178,2024-H1,2.1,1327.0
587,1178,2024-H2,2.7,1327.0
588,1179,2024-H2,4.3,1668.0
589,1180,2024-H1,2.7,1494.0
590,1181,2024-H2,3.2,4711.0
591,1182,2023-H1,5.0,3488.0
592,1182,2023-H2,4.8,3488.0
593,1182,2024-H1,5.0,3488.0
594,1182,2024-H2,5.0,3488.0
595,1183,2024-H2,3.9,4595.0
596,1184,2023-H1,4.3,5321.0
597,1184,2023-H2,3.6,5321.0
598,1184,2024-H1,3.8,5321.0
599,1184,2024-H2,4.0,5321.0
600,1185,2023-H1,5.0,2610.0
601,1185,2023-H2,4.1,2610.0
602,1185,2024-H1,4.6,2610.0
603,1185,2024-H2,4.4,2610.0
604,1186,2023-H1,4.2,4648.0
605,1186,2023-H2,3.5,4648.0
606,1186,2024-H1,3.8,4648.0
607,1186,2024-H2,4.0,4648.0
608,1187,2024-H2,3.9,3915.0
609,1188,2023-H1,3.9,2617.0
610,1188,2023-H2,4.1,2617.0
611,1188,2024-H1,4.1,2617.0
612,1188,2024-H2,3.8,2617.0
613,1189,2023-H1,2.6,2751.0
614,1189,2023-H2,2.8,2751.0
615,1189,2024-H1,2.6,2751.0
616,1189,2024-H2,2.7,2751.0
617,1190,2023-H1,3.7,1584.0
618,1191,2023-H1,3.2,2707.0
619,1191,2023-H2,3.4,2707.0
620,1191,2024-H1,3.9,2707.0
621,1191,2024-H2,4.2,2707.0
622,1192,2023-H1,2.1,2773.0
623,1192,2023-H2,2.7,2773.0
624,1193,2023-H1,3.8,4275.0
625,1193,2023-H2,4.1,4275.0
626,1193,2024-H1,3.9,4275.0
627,1193,2024-H2,4.0,4275.0
628,1195,2023-H1,3.4,4551.0
629,1195,2023-H2,3.2,4551.0
630,1195,2024-H1,3.2,4551.0
631,1195,2024-H2,4.0,4551.0
632,1196,2023-H1,3.3,5121.0
633,1196,2023-H2,3.7,5121.0
634,1196,2024-H1,3.3,5121.0
635,1196,2024-H2,3.7,5121.0
636,1197,2023-H1,4.3,3654.0
637,1197,2023-H2,5.0,3654.0
638,1197,2024-H1,4.7,3654.0
639,1197,2024-H2,4.7,3654.0
640,1198,2023-H1,2.7,4164.0
641,1198,2023-H2,2.4,4164.0
642,1198,2024-H1,2.5,4164.0
643,1199,2023-H1,2.0,2825.0
644,1199,2023-H2,2.8,2825.0
645,1200,2023-H1,4.1,4983.0
646,1200,2023-H2,3.9,4983.0
647,1200,2024-H1,4.1,4983.0
648,1200,2024-H2,4.2,4983.0
649,1201,2023-H1,2.8,2147.0
650,1201,2023-H2,3.2,2147.0
651,1201,2024-H1,2.7,2147.0
652,1201,2024-H2,3.0,2147.0
653,1202,2023-H1,4.0,2927.0
654,1202,2023-H2,3.8,2927.0
655,1202,2024-H1,4.1,2927.0
656,1202,2024-H2,4.2,2927.0
657,1203,2023-H1,4.3,1417.0
658,1203,2023-H2,4.1,1417.0
659,1203,2024-H1,3.4,1417.0
660,1203,2024-H2,4.1,1417.0
661,1204,2023-H1,3.9,4242.0
662,1204,2023-H2,4.2,4242.0
663,1204,2024-H1,4.1,4242.0
664,1204,2024-H2,4.6,4242.0
665,1205,2023-H1,3.1,3349.0
666,1205,2023-H2,3.1,3349.0
667,1205,2024-H1,3.3,3349.0
668,1205,2024-H2,3.0,3349.0
669,1206,2024-H1,3.4,3773.0
670,1206,2024-H2,3.8,3773.0
671,1207,2023-H1,2.9,3403.0
672,1207,2023-H2,2.5,3403.0
673,1207,2024-H1,2.5,3403.0
674,1207,2024-H2,2.7,3403.0
675,1208,2023-H1,2.5,2096.0
676,1208,2023-H2,3.5,2096.0
677,1208,2024-H1,2.9,2096.0
678,1208,2024-H2,3.2,2096.0
679,1209,2023-H1,3.9,2067.0
680,1209,2023-H2,4.3,2067.0
681,1210,2023-H1,5.0,5117.0
682,1210,2023-H2,5.0,5117.0
683,1210,2024-H1,4.4,5117.0
684,1210,2024-H2,4.9,5117.0
685,1211,2023-H1,3.1,4331.0
686,1211,2023-H2,3.2,4331.0
687,1211,2024-H1,2.8,4331.0
688,1211,2024-H2,3.1,4331.0
689,1212,2023-H1,3.1,2350.0
690,1212,2023-H2,2.7,2350.0
691,1212,2024-H1,2.7,2350.0
692,1212,2024-H2,2.8,2350.0
693,1213,2024-H1,2.7,2354.0
694,1213,2024-H2,2.5,2354.0
695,1214,2024-H1,3.6,5314.0
696,1215,2024-H2,3.8,3267.0
697,1216,2023-H1,3.4,1328.0
698,1216,2023-H2,3.8,1328.0
699,1216,2024-H1,3.5,1328.0
700,1216,2024-H2,3.1,1328.0
